Term,LoanStatus,EstimatedEffectiveYield,EstimatedReturn,ProsperRatingAlpha,ProsperScore,BorrowerState,Occupation,EmploymentStatus,FirstRecordedCreditLine,CurrentCreditLines,TotalCreditLinespast7years,CurrentDelinquencies,DelinquenciesLast7Years,IncomeRange,LoanOriginationQuarter,DebtToIncomeRatio,LoanOriginalAmount,semester,year
60,Completed,0.1291,0.0961,A,9,NV,Other,Employed,2002-02-25,6.0,19.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.22,7000,Q1,2012
60,Past Due (16-30 days),0.1512,0.0963,B,4,CA,Sales - Retail,Employed,2002-04-09,8.0,14.0,0.0,0.0,"$25,000-49,999",Q2 2013,0.2,10000,Q2,2013
36,Completed,0.2,0.111,C,7,FL,Postal Service,Employed,1996-01-05,8.0,37.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.2,5000,Q2,2012
60,Completed,0.162,0.1025,B,8,PA,Other,Employed,1996-08-05,16.0,54.0,0.0,0.0,"$75,000-99,999",Q1 2011,0.36,15000,Q1,2011
36,Completed,0.1399,0.1399,HR,5,NY,Clerical,Full-time,2001-10-26,13.0,27.0,0.0,4.0,"$25,000-49,999",Q2 2010,0.2,3000,Q2,2010
36,Completed,0.1417,0.0868,B,5,MN,Tradesman - Mechanic,Employed,2000-08-01,6.0,21.0,0.0,20.0,"$25,000-49,999",Q3 2013,0.19,4000,Q3,2013
36,Completed,0.0728,0.0403,A,9,NY,Other,Employed,1998-09-29,15.0,33.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.18,10000,Q1,2011
12,Completed,0.0719,0.0369,A,9,CA,Food Service,Employed,2006-09-12,3.0,4.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.17,3600,Q1,2011
36,Completed,0.0324,0.0324,C,5,FL,Teacher,Full-time,1982-12-08,11.0,33.0,3.0,7.0,"$50,000-74,999",Q1 2010,0.13,2500,Q1,2010
36,Defaulted,0.2437,0.1357,D,6,MD,Other,Retired,1990-04-01,6.0,34.0,1.0,13.0,"$25,000-49,999",Q2 2011,0.13,5000,Q2,2011
36,Chargedoff,0.2977,0.1557,E,5,GA,Sales - Commission,Employed,1985-04-01,14.0,24.0,0.0,4.0,"$1-24,999",Q1 2011,0.35,2000,Q1,2011
36,Completed,0.0862,0.0862,B,8,MD,Engineer - Mechanical,Full-time,2002-06-07,3.0,4.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.09,9000,Q1,2010
36,Completed,0.2778,0.1698,D,6,CO,Social Worker,Employed,1990-07-30,17.0,30.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.25,2000,Q1,2011
36,Completed,0.1571,0.0922,C,5,TX,Social Worker,Employed,1998-01-30,5.0,21.0,0.0,0.0,"$50,000-74,999",Q1 2013,0.1,9500,Q1,2013
60,Completed,0.2312,0.1422,C,6,VA,Sales - Commission,Employed,2005-08-26,12.0,39.0,0.0,0.0,"$1-24,999",Q1 2012,0.44,13000,Q1,2012
36,Completed,0.0962,0.0962,C,9,NY,Other,Part-time,1997-11-01,9.0,37.0,0.0,0.0,"$1-24,999",Q1 2010,0.86,1000,Q1,2010
36,Completed,0.24,0.128,D,6,GA,Professional,Employed,1998-12-12,11.0,35.0,0.0,16.0,"$75,000-99,999",Q4 2011,0.08,10000,Q4,2011
60,Completed,0.135,0.0876,B,5,CA,Accountant/CPA,Employed,1997-07-07,12.0,46.0,1.0,8.0,"$100,000+",Q2 2013,0.16,22000,Q2,2013
36,Completed,0.2254,0.1079,D,3,KS,Other,Other,1985-10-01,14.0,25.0,0.0,4.0,"$25,000-49,999",Q2 2013,0.27,4000,Q2,2013
36,Completed,0.2382,0.1107,E,4,AL,Nurse (RN),Employed,1992-09-14,10.0,32.0,2.0,4.0,"$50,000-74,999",Q2 2013,0.08,4000,Q2,2013
60,Chargedoff,0.1895,0.1246,C,8,WI,Teacher,Employed,1989-09-02,5.0,15.0,0.0,10.0,"$25,000-49,999",Q4 2012,0.21,4500,Q4,2012
36,Completed,0.1574,0.1574,D,7,KS,Laborer,Full-time,1988-11-15,9.0,17.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.23,5000,Q4,2009
36,Completed,0.0618,0.0544,AA,10,MN,Professional,Employed,2000-07-22,4.0,16.0,0.0,0.0,"$75,000-99,999",Q4 2012,0.04,4000,Q4,2012
36,Chargedoff,0.2064,0.1039,D,4,NV,Retail Management,Employed,1998-05-01,6.0,21.0,0.0,0.0,"$100,000+",Q1 2013,0.15,15000,Q1,2013
36,Completed,0.2392,0.1202,D,5,MD,Civil Service,Employed,1991-08-01,18.0,50.0,0.0,0.0,"$100,000+",Q1 2012,0.35,7000,Q1,2012
36,Completed,0.0727,0.0727,A,9,PA,Professional,Full-time,1997-10-23,16.0,37.0,0.0,0.0,"$100,000+",Q4 2009,0.24,7000,Q4,2009
36,Completed,0.1346,0.0926,B,7,MD,Other,Employed,1994-02-23,5.0,25.0,0.0,27.0,"$75,000-99,999",Q2 2012,0.15,10000,Q2,2012
36,Completed,0.2608,0.1628,D,6,CA,Other,Employed,1990-06-01,9.0,39.0,3.0,14.0,"$25,000-49,999",Q1 2011,0.12,3000,Q1,2011
36,Completed,0.068,0.068,AA,9,FL,Food Service Management,Full-time,1983-02-22,18.0,31.0,0.0,0.0,"$75,000-99,999",Q2 2010,0.18,9000,Q2,2010
36,Completed,0.1007,0.0807,A,8,WA,Professional,Employed,1974-04-04,12.0,20.0,0.0,6.0,"$25,000-49,999",Q4 2011,0.14,2500,Q4,2011
12,Completed,0.1375,0.078,B,8,IL,Nurse (RN),Employed,1993-08-27,5.0,53.0,13.0,0.0,"$50,000-74,999",Q4 2011,0.05,2000,Q4,2011
36,Chargedoff,0.2861,0.1561,E,6,NY,Other,Other,1983-06-01,12.0,34.0,0.0,14.0,"$50,000-74,999",Q4 2011,0.13,5000,Q4,2011
36,Chargedoff,0.2957,0.1487,E,6,NM,Other,Employed,1986-01-06,29.0,48.0,0.0,1.0,"$1-24,999",Q1 2011,1.08,4500,Q1,2011
36,Chargedoff,0.2766,0.1276,E,3,OK,Other,Employed,1991-09-26,6.0,27.0,1.0,28.0,"$25,000-49,999",Q1 2012,0.17,4000,Q1,2012
60,Completed,0.2473,0.1248,E,3,OR,Professional,Employed,1998-06-01,10.0,24.0,1.0,8.0,"$25,000-49,999",Q2 2013,0.14,4000,Q2,2013
36,Past Due (1-15 days),0.1326,0.0906,B,6,WA,Engineer - Mechanical,Employed,1989-08-01,8.0,9.0,0.0,0.0,"$100,000+",Q1 2012,0.13,7000,Q1,2012
36,Completed,0.0608,0.0608,A,8,WI,Other,Full-time,1997-08-27,8.0,22.0,0.0,0.0,"$25,000-49,999",Q2 2010,0.35,5750,Q2,2010
36,Completed,0.0971,0.0771,A,8,NC,Other,Retired,1973-10-02,13.0,32.0,0.0,0.0,"$75,000-99,999",Q4 2011,0.29,13000,Q4,2011
36,Completed,0.217,0.1145,D,6,MO,Other,Employed,1984-11-01,11.0,29.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.27,2000,Q3,2012
36,Past Due (61-90 days),0.2799,0.1174,HR,5,TN,Police Officer/Correction Officer,Employed,1994-07-28,3.0,14.0,0.0,14.0,"$50,000-74,999",Q4 2012,0.09,2000,Q4,2012
60,Completed,0.1715,0.1295,B,6,GA,Executive,Employed,1995-12-02,12.0,33.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.5,15000,Q2,2012
36,Defaulted,0.1572,0.1572,D,7,CA,Other,Part-time,1978-01-01,12.0,35.0,1.0,0.0,"$25,000-49,999",Q4 2009,0.2,2500,Q4,2009
36,Chargedoff,0.1473,0.0878,B,8,MD,Pharmacist,Employed,2002-10-26,3.0,3.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.06,8000,Q2,2011
36,Completed,0.24294,0.10544,E,2,OH,Medical Technician,Employed,1998-12-10,3.0,32.0,0.0,19.0,"$50,000-74,999",Q4 2013,0.12,4000,Q4,2013
36,Completed,0.068,0.068,AA,9,AL,Pilot - Private/Commercial,Full-time,1981-06-01,11.0,18.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.13,10000,Q3,2010
36,Completed,0.1367,0.0772,B,8,FL,Food Service Management,Employed,1995-01-26,8.0,14.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.23,6000,Q1,2011
12,Completed,0.234,0.122,D,6,GA,Engineer - Electrical,Employed,1990-03-19,17.0,37.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.25,2000,Q3,2011
36,Chargedoff,0.1937,0.1012,D,6,PA,Skilled Labor,Employed,1995-04-10,8.0,21.0,0.0,0.0,"$25,000-49,999",Q4 2012,0.51,8750,Q4,2012
60,Defaulted,0.0956,0.0782,AA,8,CT,Teacher,Employed,1988-02-01,8.0,44.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.16,3000,Q4,2012
36,Completed,0.16214,0.08724,C,3,MA,Other,Employed,1989-08-01,11.0,34.0,0.0,0.0,"$50,000-74,999",Q4 2013,0.28,7500,Q4,2013
36,Completed,0.0805,0.0805,C,9,CO,Police Officer/Correction Officer,Full-time,1995-06-19,25.0,55.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.21,2000,Q1,2010
36,Completed,0.057,0.057,AA,10,UT,Computer Programmer,Full-time,1991-05-01,10.0,23.0,0.0,0.0,"$100,000+",Q4 2010,0.08,8000,Q4,2010
36,Completed,0.1615,0.0941,C,5,IN,Executive,Employed,1989-11-29,9.0,27.0,1.0,23.0,"$25,000-49,999",Q2 2013,0.27,10000,Q2,2013
36,Completed,0.1992,0.1122,C,7,NJ,Postal Service,Employed,1982-10-01,3.0,9.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.06,2000,Q1,2011
60,Chargedoff,0.3057,0.1587,E,6,MI,Laborer,Employed,1986-08-01,15.0,34.0,0.0,0.0,"$75,000-99,999",Q2 2012,0.19,4000,Q2,2012
36,Chargedoff,0.2909,0.1439,E,5,FL,Executive,Employed,1991-11-07,10.0,48.0,1.0,9.0,"$100,000+",Q4 2011,0.11,7000,Q4,2011
36,Completed,0.0772,0.0772,B,8,AR,Other,Full-time,1986-01-01,25.0,54.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.53,11000,Q4,2010
36,Completed,0.0688,0.0688,A,10,CA,Computer Programmer,Full-time,2000-03-16,6.0,13.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.09,2500,Q4,2009
36,Completed,0.057,0.057,AA,10,AL,Administrative Assistant,Employed,1990-10-25,5.0,12.0,0.0,0.0,"$1-24,999",Q4 2010,0.07,1500,Q4,2010
60,Completed,0.3057,0.1587,E,6,NC,Police Officer/Correction Officer,Employed,2002-05-20,6.0,21.0,0.0,15.0,"$25,000-49,999",Q2 2012,0.32,4000,Q2,2012
36,Past Due (91-120 days),0.1487,0.0888,B,8,MI,Construction,Employed,2008-08-21,7.0,10.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.22,16700,Q4,2012
60,Chargedoff,0.205,0.144,C,7,MI,Teacher,Employed,1995-11-13,12.0,24.0,0.0,0.0,"$25,000-49,999",Q2 2011,0.44,14341,Q2,2011
36,Completed,0.0909,0.0909,C,9,TX,Other,Full-time,1996-06-08,3.0,17.0,0.0,4.0,"$25,000-49,999",Q2 2010,0.27,2500,Q2,2010
36,Completed,0.11477,0.07487,A,9,AL,Nurse (RN),Employed,1993-08-31,10.0,19.0,0.0,18.0,"$50,000-74,999",Q4 2013,0.17,15000,Q4,2013
60,Chargedoff,0.2448,0.1458,D,2,GA,Analyst,Employed,1997-02-07,9.0,20.0,1.0,0.0,"$50,000-74,999",Q2 2012,0.21,11000,Q2,2012
36,Completed,0.0876,0.0876,B,8,TN,Administrative Assistant,Full-time,1990-02-16,12.0,32.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.34,10000,Q1,2010
60,Completed,0.1385,0.1005,A,9,IL,Attorney,Employed,2000-10-10,17.0,21.0,0.0,0.0,"$100,000+",Q3 2011,0.2,9731,Q3,2011
36,Completed,0.0662,0.0662,A,9,TX,Sales - Retail,Part-time,1989-10-24,6.0,11.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.11,4600,Q3,2010
36,Completed,0.2822,0.1352,E,6,CO,Principal,Employed,1986-08-01,4.0,15.0,0.0,2.0,"$50,000-74,999",Q1 2012,0.18,4000,Q1,2012
36,Chargedoff,0.1399,0.1399,HR,5,CA,Skilled Labor,Full-time,2009-01-06,2.0,3.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.07,3000,Q3,2010
36,Chargedoff,0.1463,0.1463,D,7,CA,Investor,Full-time,2000-05-25,2.0,12.0,0.0,7.0,"$100,000+",Q1 2010,0.04,3330,Q1,2010
36,Completed,0.2318,0.1093,E,2,MA,Other,Employed,2006-02-25,5.0,12.0,0.0,0.0,"$50,000-74,999",Q1 2013,0.15,4000,Q1,2013
60,Chargedoff,0.252,0.1495,D,3,PA,Computer Programmer,Employed,1987-10-02,11.0,45.0,0.0,2.0,"$25,000-49,999",Q3 2012,0.41,15000,Q3,2012
60,Completed,0.2015,0.142,B,8,FL,Other,Employed,1990-05-01,11.0,53.0,0.0,30.0,"$25,000-49,999",Q1 2012,0.1,4200,Q1,2012
60,Completed,0.2332,0.1442,C,7,RI,Other,Employed,1998-08-17,7.0,26.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.21,6500,Q2,2012
36,Chargedoff,0.1904,0.1014,C,7,TX,Engineer - Electrical,Employed,1994-09-23,17.0,32.0,0.0,0.0,"$100,000+",Q1 2012,0.32,15000,Q1,2012
36,Chargedoff,0.2671,0.1371,E,3,WA,Truck Driver,Full-time,1999-03-01,6.0,17.0,4.0,9.0,"$50,000-74,999",Q2 2011,0.34,6600,Q2,2011
36,Completed,0.0799,0.0604,AA,10,OH,Computer Programmer,Employed,2000-01-14,4.0,10.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.05,6500,Q3,2011
36,Chargedoff,0.0708,0.0708,A,8,OH,Sales - Retail,Part-time,1992-12-01,12.0,29.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.57,9000,Q3,2010
36,Completed,0.2957,0.1487,E,4,IL,Administrative Assistant,Part-time,1993-09-01,14.0,31.0,0.0,15.0,"$25,000-49,999",Q1 2011,0.37,4000,Q1,2011
36,Past Due (1-15 days),0.20262,0.09512,D,4,NY,Administrative Assistant,Employed,1994-11-14,8.0,15.0,0.0,0.0,"$50,000-74,999",Q3 2013,0.21,15000,Q3,2013
36,Chargedoff,0.2896,0.1246,HR,2,CA,Other,Employed,2003-12-05,9.0,21.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.31,4000,Q2,2012
36,Completed,0.1179,0.0684,B,8,NY,Other,Full-time,1996-11-27,8.0,17.0,0.0,4.0,"$25,000-49,999",Q1 2011,0.28,5800,Q1,2011
36,Completed,0.0849,0.06,A,9,FL,Professional,Employed,2000-07-14,6.0,7.0,0.0,0.0,"$100,000+",Q2 2013,0.06,10000,Q2,2013
36,Completed,0.1184,0.1184,A,9,CT,Professional,Full-time,1992-09-30,12.0,36.0,0.0,0.0,"$75,000-99,999",Q4 2009,0.37,2000,Q4,2009
36,Completed,0.115,0.077,A,9,WI,Teacher,Employed,1992-09-02,11.0,45.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.21,12000,Q4,2011
36,Completed,0.1636,0.0987,C,8,WV,Other,Employed,2000-10-20,2.0,7.0,0.0,0.0,"$50,000-74,999",Q3 2012,0.06,8000,Q3,2012
36,Chargedoff,0.1904,0.1014,C,6,TX,Other,Other,1990-12-19,20.0,40.0,0.0,0.0,"$1-24,999",Q1 2012,0.52,15000,Q1,2012
36,Completed,0.2896,0.1246,HR,4,CA,Religious,Employed,2007-06-19,2.0,3.0,0.0,0.0,"$1-24,999",Q2 2012,0.12,2500,Q2,2012
36,Completed,0.1984,0.1984,C,9,MO,Sales - Commission,Full-time,1992-08-05,11.0,34.0,0.0,0.0,"$75,000-99,999",Q4 2009,0.35,4500,Q4,2009
60,Completed,0.2412,0.1487,D,6,NH,Professional,Employed,1994-08-01,17.0,47.0,0.0,0.0,"$100,000+",Q4 2012,0.22,7500,Q4,2012
36,Completed,0.0926,0.0666,A,8,VA,Retail Management,Full-time,1998-06-25,10.0,35.0,0.0,7.0,"$50,000-74,999",Q3 2011,0.08,2000,Q3,2011
36,Completed,0.2437,0.1357,D,6,CA,Other,Full-time,2003-10-15,5.0,12.0,0.0,0.0,"$1-24,999",Q1 2011,0.35,7000,Q1,2011
60,Chargedoff,0.1715,0.1295,B,6,KY,Teacher,Employed,1993-11-26,10.0,57.0,2.0,28.0,"$50,000-74,999",Q2 2012,0.18,5000,Q2,2012
36,Completed,0.1903,0.1004,C,3,LA,Biologist,Employed,1998-07-01,8.0,31.0,0.0,1.0,"$25,000-49,999",Q3 2013,0.3,2000,Q3,2013
36,Defaulted,0.2917,0.0887,HR,3,TX,Teacher,Employed,1996-04-12,10.0,40.0,1.0,4.0,"$50,000-74,999",Q2 2011,0.46,3000,Q2,2011
36,Completed,0.1635,0.104,B,9,NJ,Truck Driver,Employed,1989-10-18,7.0,23.0,1.0,11.0,"$50,000-74,999",Q4 2011,0.19,8500,Q4,2011
36,Defaulted,0.2447,0.1122,E,3,MA,Other,Employed,1999-12-22,13.0,21.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.47,2000,Q3,2013
60,Past Due (1-15 days),0.2332,0.1442,C,7,FL,Professional,Employed,1984-03-01,13.0,35.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.18,5500,Q3,2012
36,Completed,0.1855,0.0985,C,6,FL,Professional,Employed,1973-09-30,15.0,46.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.44,12000,Q1,2011
60,Completed,0.2701,0.1511,D,5,TN,Engineer - Mechanical,Employed,1985-05-29,28.0,79.0,0.0,0.0,"$100,000+",Q2 2012,0.15,15000,Q2,2012
36,Completed,0.2957,0.1487,E,4,OH,Food Service Management,Employed,2003-05-29,3.0,10.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.25,2000,Q3,2011
36,Past Due (1-15 days),0.2437,0.1357,D,7,CA,Accountant/CPA,Employed,1988-02-20,9.0,18.0,0.0,0.0,"$100,000+",Q1 2011,0.15,7500,Q1,2011
36,Completed,0.2056,0.1206,C,4,CA,Clerical,Full-time,1998-01-06,8.0,38.0,0.0,5.0,"$25,000-49,999",Q4 2011,0.49,15000,Q4,2011
36,Completed,0.2848,0.1148,HR,1,NY,Other,Employed,1989-07-31,4.0,29.0,1.0,4.0,"$50,000-74,999",Q4 2011,0.31,3000,Q4,2011
36,Chargedoff,0.156,0.156,D,7,MO,Sales - Commission,Full-time,1996-10-25,22.0,56.0,0.0,0.0,"$25,000-49,999",Q2 2010,1.14,7500,Q2,2010
36,Completed,0.0754,0.0604,AA,10,TX,Executive,Employed,1989-07-26,14.0,45.0,0.0,0.0,"$100,000+",Q4 2011,0.08,25000,Q4,2011
36,Chargedoff,0.2799,0.1124,HR,1,CA,Professional,Employed,1996-10-04,15.0,23.0,0.0,4.0,"$100,000+",Q1 2013,0.27,4000,Q1,2013
36,Completed,0.1216,0.1216,C,9,MA,Other,Full-time,1998-05-31,5.0,10.0,0.0,0.0,"$50,000-74,999",Q4 2009,0.1,3500,Q4,2009
12,Completed,0.04,0.027,AA,10,FL,Other,Full-time,1997-12-22,11.0,21.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.15,5000,Q1,2011
60,Chargedoff,0.234,0.134,D,5,ID,Military Enlisted,Full-time,1985-07-01,12.0,39.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.29,12500,Q2,2011
36,Past Due (1-15 days),0.2799,0.1174,HR,4,NY,Other,Other,1990-08-21,3.0,5.0,1.0,0.0,"$1-24,999",Q4 2012,0.14,2000,Q4,2012
36,Completed,0.1102,0.0728,A,5,NJ,Civil Service,Employed,1996-12-01,13.0,26.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.21,8500,Q3,2013
36,Completed,0.0926,0.0666,A,8,PA,Teacher,Full-time,1995-11-01,10.0,19.0,0.0,1.0,"$50,000-74,999",Q2 2011,0.31,10000,Q2,2011
36,Completed,0.0722,0.0722,A,9,IL,Other,Full-time,1987-01-25,14.0,20.0,0.0,0.0,"$50,000-74,999",Q3 2009,0.28,6500,Q3,2009
36,Completed,0.2896,0.1246,HR,3,MD,Civil Service,Employed,1984-03-01,17.0,50.0,0.0,0.0,"$100,000+",Q2 2012,0.33,4000,Q2,2012
36,Completed,0.0728,0.0403,A,9,CO,Other,Part-time,1991-03-13,9.0,27.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.16,8400,Q2,2011
36,Chargedoff,0.1574,0.1574,D,7,WA,Other,Retired,1988-05-04,8.0,22.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.27,5500,Q1,2010
36,Completed,0.1669,0.1074,B,8,OR,Professional,Employed,1999-11-23,12.0,23.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.35,15000,Q3,2011
36,Chargedoff,0.2,0.111,C,7,RI,Sales - Retail,Employed,2001-07-13,10.0,23.0,1.0,1.0,"$50,000-74,999",Q2 2012,0.21,15000,Q2,2012
60,Chargedoff,0.195,0.1385,B,8,GA,Other,Employed,1998-07-04,12.0,23.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.32,13000,Q2,2012
36,Completed,0.1196,0.1196,C,9,PA,Computer Programmer,Full-time,1997-10-01,11.0,22.0,0.0,6.0,"$75,000-99,999",Q1 2010,0.25,5000,Q1,2010
36,Chargedoff,0.068,0.068,AA,9,WI,Professional,Full-time,1972-06-01,5.0,17.0,0.0,0.0,"$50,000-74,999",Q2 2010,0.24,12000,Q2,2010
60,Past Due (91-120 days),0.1181,0.0782,A,8,GA,Other,Employed,2001-09-13,11.0,25.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.46,10000,Q3,2013
36,Completed,0.2671,0.1201,E,5,GA,Sales - Commission,Employed,1992-09-01,12.0,32.0,2.0,0.0,"$25,000-49,999",Q1 2011,0.29,5500,Q1,2011
36,Past Due (1-15 days),0.13953,0.07713,C,6,NY,Nurse (RN),Employed,2004-02-14,16.0,33.0,0.0,0.0,"$50,000-74,999",Q4 2013,0.24,4000,Q4,2013
36,Completed,0.0937,0.0557,A,9,NJ,Professional,Employed,1993-03-01,5.0,25.0,3.0,4.0,"$75,000-99,999",Q2 2011,0.13,10000,Q2,2011
60,Completed,0.2206,0.1281,D,6,CA,Other,Employed,1990-03-01,12.0,40.0,0.0,16.0,"$50,000-74,999",Q1 2013,0.16,15000,Q1,2013
36,Completed,0.0958,0.0958,C,8,TX,Other,Full-time,1992-11-27,11.0,62.0,0.0,14.0,"$25,000-49,999",Q1 2010,0.35,1000,Q1,2010
36,Completed,0.2896,0.1246,HR,4,CA,Waiter/Waitress,Employed,1996-02-29,4.0,15.0,0.0,6.0,"$1-24,999",Q3 2012,0.28,4000,Q3,2012
36,Chargedoff,0.0699,0.0699,HR,2,CA,Other,Part-time,1998-01-25,8.0,11.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.28,2800,Q4,2009
60,Past Due (1-15 days),0.241,0.1235,D,2,NC,Skilled Labor,Employed,2006-11-24,7.0,8.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.25,2000,Q3,2013
36,Completed,0.1294,0.1294,C,9,FL,Computer Programmer,Full-time,2006-09-21,9.0,15.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.18,7500,Q4,2009
36,Chargedoff,0.1904,0.1014,C,7,IL,Waiter/Waitress,Employed,1994-11-04,5.0,7.0,0.0,0.0,"$1-24,999",Q1 2012,0.34,9500,Q1,2012
36,Completed,0.1252,0.0803,B,6,PA,Other,Other,1973-12-01,5.0,30.0,0.0,3.0,"$1-24,999",Q1 2013,0.27,3000,Q1,2013
36,Completed,0.287,0.14,E,4,CA,Police Officer/Correction Officer,Employed,1983-10-01,9.0,53.0,4.0,37.0,"$75,000-99,999",Q4 2011,0.29,4000,Q4,2011
36,Completed,0.2,0.111,C,7,FL,Accountant/CPA,Employed,1997-09-10,7.0,17.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.15,4000,Q2,2012
36,Completed,0.1904,0.1014,C,6,MA,Executive,Employed,1999-07-07,6.0,21.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.2,15000,Q1,2012
36,Completed,0.17274,0.08284,C,3,SC,Other,Employed,1992-10-27,17.0,34.0,0.0,0.0,"$100,000+",Q4 2013,0.31,8500,Q4,2013
36,Completed,0.0886,0.0886,A,10,IL,Professional,Full-time,1999-09-25,22.0,39.0,0.0,0.0,"$25,000-49,999",Q2 2010,0.65,2000,Q2,2010
36,Completed,0.2896,0.1246,HR,4,LA,Construction,Employed,2009-12-03,1.0,5.0,1.0,0.0,"$1-24,999",Q4 2011,0.04,2000,Q4,2011
60,Chargedoff,0.3057,0.1567,E,2,TX,Other,Employed,2001-03-10,19.0,54.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.48,3000,Q3,2012
12,Completed,0.2243,0.1163,D,6,OR,Other,Employed,1998-03-26,9.0,22.0,0.0,12.0,"$50,000-74,999",Q2 2011,0.2,2000,Q2,2011
36,Completed,0.2799,0.1124,HR,5,LA,Computer Programmer,Employed,2000-05-21,18.0,34.0,1.0,0.0,"$50,000-74,999",Q4 2012,0.26,3000,Q4,2012
36,Completed,0.1304,0.1304,C,8,NC,Administrative Assistant,Full-time,1989-12-12,10.0,25.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.18,5000,Q3,2010
36,Completed,0.1571,0.0922,C,8,OH,Doctor,Employed,1995-08-09,5.0,26.0,0.0,1.0,"$25,000-49,999",Q4 2012,0.17,5000,Q4,2012
36,Completed,0.1196,0.1196,C,10,IL,Accountant/CPA,Full-time,1996-09-01,10.0,25.0,0.0,2.0,"$75,000-99,999",Q2 2010,0.26,3000,Q2,2010
36,Past Due (91-120 days),0.1102,0.0728,A,8,CA,Chemist,Employed,2006-03-21,11.0,16.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.21,25000,Q2,2013
36,Completed,0.1473,0.0878,B,8,OH,Professional,Employed,1993-04-01,9.0,38.0,1.0,1.0,"$100,000+",Q3 2011,0.18,15000,Q3,2011
36,Completed,0.0545,0.0545,AA,10,NY,Other,Employed,2002-09-11,1.0,9.0,0.0,0.0,"$50,000-74,999",Q4 2010,0.04,6000,Q4,2010
36,Chargedoff,0.2909,0.1439,E,5,VT,Clergy,Employed,1999-03-29,5.0,18.0,4.0,42.0,"$25,000-49,999",Q4 2011,0.22,5000,Q4,2011
36,Completed,0.2957,0.1487,E,4,CA,Other,Retired,1998-12-08,12.0,23.0,0.0,0.0,"$1-24,999",Q2 2011,0.47,2000,Q2,2011
36,Completed,0.2977,0.1557,E,5,FL,Computer Programmer,Employed,1986-05-07,17.0,66.0,1.0,0.0,"$75,000-99,999",Q1 2011,0.37,7500,Q1,2011
36,Completed,0.0797,0.0597,A,9,IL,Accountant/CPA,Employed,2001-04-13,16.0,33.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.06,2000,Q1,2012
12,Completed,0.0886,0.0291,B,8,CA,Sales - Retail,Employed,1971-03-20,4.0,20.0,1.0,0.0,"$50,000-74,999",Q1 2012,0.04,2000,Q1,2012
36,Completed,0.1761,0.1761,E,5,IL,Sales - Commission,Employed,1997-09-26,10.0,24.0,0.0,12.0,"$50,000-74,999",Q4 2010,0.27,3000,Q4,2010
36,Completed,0.2134,0.1144,D,6,MD,Accountant/CPA,Employed,1993-07-14,6.0,31.0,0.0,15.0,"$25,000-49,999",Q2 2012,0.18,5000,Q2,2012
